student_id,gender,age_band,region,school_board,parental_education,family_income,internet_access,device_type,data_recharge_frequency,disability,has_private_tuition,num_of_prev_attempts,daily_study_hours,attendance_rate,performance
S13703,M,36-45,South,ICSE,Graduate,2L–5L,Yes,Laptop,Monthly,No,Yes,1,2.1,0.88,Moderate
S13704,M,26-35,North,CBSE,Postgraduate,5L–10L,Yes,Laptop,Daily,No,Yes,1,0.7,0.66,Low
S13705,M,36-45,South,CBSE,None,2L–5L,Yes,Mobile,Weekly,No,No,0,1.0,0.98,Moderate
S13706,M,26-35,South,CBSE,Graduate,5L–10L,Yes,Tablet,Monthly,No,No,0,3.5,0.99,High
S13707,M,0-25,North,CBSE,School,>10L,Yes,Mobile,Weekly,No,No,0,0.9,0.72,Moderate
S13708,M,0-25,South,ICSE,Postgraduate,>10L,No,Laptop,Weekly,No,No,2,0.8,0.77,Moderate
S13709,F,0-25,West,CBSE,Postgraduate,2L–5L,Yes,Tablet,Daily,No,No,0,0.6,0.95,High
S13710,M,0-25,North,ICSE,School,2L–5L,Yes,Laptop,Monthly,No,No,0,1.7,0.62,High
S13711,M,0-25,East,State,Graduate,>10L,Yes,Tablet,Daily,No,No,2,2.2,0.68,Moderate
S13712,M,36-45,East,State,None,5L–10L,Yes,Laptop,Monthly,No,Yes,0,1.5,0.94,High
S13713,F,26-35,North,State,Postgraduate,2L–5L,Yes,Mobile,Weekly,No,No,0,2.3,0.85,High
S13714,F,36-45,East,State,School,2L–5L,Yes,Mobile,Weekly,No,Yes,2,3.6,0.85,High
S13715,M,0-25,East,ICSE,None,2L–5L,Yes,Laptop,Daily,No,Yes,2,2.0,0.83,High
S13716,F,26-35,East,ICSE,None,>10L,Yes,Tablet,Daily,No,Yes,1,1.5,1.0,Low
S13717,M,26-35,North,State,Graduate,2L–5L,Yes,Tablet,Monthly,No,Yes,2,2.7,0.95,Moderate
S13718,F,0-25,South,CBSE,School,>10L,Yes,Laptop,Monthly,No,Yes,0,0.5,0.68,High
S13719,M,26-35,East,State,None,2L–5L,No,Laptop,Monthly,No,No,1,1.9,0.77,Moderate
S13720,F,36-45,West,State,None,>10L,Yes,Mobile,Weekly,No,Yes,1,1.7,0.68,High
S13721,F,36-45,South,State,Postgraduate,5L–10L,Yes,Laptop,Weekly,No,Yes,1,1.3,0.73,Moderate
S13722,F,36-45,South,ICSE,None,2L–5L,Yes,Mobile,Monthly,No,No,0,2.3,0.95,Moderate
S13723,M,36-45,East,State,School,5L–10L,Yes,Laptop,Weekly,No,No,0,0.9,0.98,High
S13724,M,26-35,East,State,Postgraduate,>10L,Yes,Mobile,Daily,No,Yes,0,2.3,0.83,High
S13725,M,36-45,South,State,Graduate,>10L,Yes,Mobile,Weekly,No,Yes,2,3.0,0.74,High
S13726,F,26-35,East,ICSE,Postgraduate,2L–5L,Yes,Mobile,Weekly,No,Yes,1,4.0,0.85,High
S13727,F,0-25,North,State,Graduate,5L–10L,Yes,Mobile,Daily,No,No,1,1.0,0.88,High
S13728,M,36-45,North,State,School,>10L,Yes,Tablet,Daily,No,No,2,0.8,0.89,High
S13729,F,0-25,East,CBSE,Graduate,5L–10L,Yes,Tablet,Weekly,No,Yes,2,3.6,0.62,Low
S13730,M,36-45,South,State,Graduate,>10L,Yes,Laptop,Monthly,No,Yes,0,2.0,0.88,High
S13731,M,0-25,East,ICSE,Graduate,5L–10L,Yes,Tablet,Monthly,No,No,2,1.6,0.6,Moderate
S13732,M,0-25,West,CBSE,Graduate,>10L,No,Mobile,Daily,No,No,2,3.7,0.75,Low
S13733,M,0-25,North,State,Graduate,>10L,Yes,Tablet,Weekly,No,No,1,1.3,0.97,High
S13734,F,0-25,South,ICSE,Postgraduate,5L–10L,Yes,Mobile,Weekly,No,Yes,2,3.6,0.97,Moderate
S13735,F,0-25,West,CBSE,None,<2L,Yes,Mobile,Monthly,No,Yes,0,3.4,0.81,High
S13736,F,26-35,East,ICSE,Postgraduate,<2L,Yes,Laptop,Monthly,No,Yes,1,2.2,0.7,Low
S13737,M,26-35,North,CBSE,Postgraduate,2L–5L,Yes,Mobile,Daily,Yes,Yes,1,0.9,0.82,High
S13738,F,36-45,West,ICSE,School,2L–5L,Yes,Tablet,Weekly,No,No,1,2.3,0.68,Low
S13739,M,26-35,South,CBSE,None,<2L,Yes,Mobile,Monthly,No,No,0,2.4,0.76,High
S13740,M,0-25,North,State,None,>10L,Yes,Mobile,Daily,No,No,0,1.3,0.91,High
S13741,M,26-35,East,State,School,>10L,Yes,Laptop,Monthly,No,Yes,1,1.6,0.73,Moderate
S13742,M,26-35,East,State,None,<2L,Yes,Tablet,Daily,No,No,0,1.3,0.92,High
S13743,M,0-25,North,State,Graduate,5L–10L,Yes,Laptop,Monthly,Yes,No,2,3.1,0.9,High
S13744,M,26-35,West,CBSE,None,5L–10L,Yes,Laptop,Monthly,No,Yes,2,3.8,0.97,Moderate
S13745,F,0-25,North,CBSE,School,>10L,Yes,Laptop,Daily,No,No,1,2.6,0.89,High
S13746,F,26-35,North,CBSE,Postgraduate,5L–10L,Yes,Tablet,Daily,No,Yes,2,3.6,0.84,High
S13747,F,0-25,North,CBSE,None,5L–10L,Yes,Tablet,Weekly,No,No,1,3.0,0.88,High
S13748,F,36-45,West,CBSE,Graduate,2L–5L,Yes,Mobile,Weekly,No,No,2,0.9,0.71,Low
S13749,M,26-35,North,CBSE,School,5L–10L,Yes,Mobile,Daily,No,No,0,2.4,0.98,High
S13750,M,36-45,South,State,None,2L–5L,Yes,Tablet,Daily,No,No,1,2.2,0.64,High
S13751,F,0-25,East,CBSE,Postgraduate,<2L,Yes,Laptop,Weekly,No,No,0,1.6,0.87,Moderate
S13752,F,0-25,West,ICSE,Graduate,<2L,Yes,Tablet,Daily,No,No,2,1.3,0.85,Low
S13753,F,36-45,South,ICSE,School,>10L,Yes,Mobile,Monthly,No,No,2,3.3,0.92,High
S13754,F,0-25,North,ICSE,School,5L–10L,No,Mobile,Daily,No,Yes,2,3.8,0.62,Low
S13755,F,0-25,South,CBSE,Graduate,>10L,Yes,Laptop,Daily,No,Yes,1,3.7,0.67,High
S13756,F,0-25,West,State,School,5L–10L,Yes,Tablet,Weekly,No,No,1,0.6,0.81,High
S13757,F,0-25,East,ICSE,School,>10L,Yes,Mobile,Daily,No,Yes,2,3.5,0.89,Low
S13758,F,0-25,West,CBSE,Postgraduate,>10L,Yes,Tablet,Daily,No,Yes,2,2.7,0.64,High
S13759,M,0-25,North,CBSE,None,2L–5L,Yes,Laptop,Weekly,Yes,Yes,0,2.4,0.72,High
S13760,M,0-25,North,State,Graduate,2L–5L,Yes,Mobile,Weekly,No,No,1,1.0,0.99,Moderate
S13761,M,0-25,East,CBSE,None,5L–10L,Yes,Laptop,Weekly,No,No,1,3.6,0.84,High
S13762,M,36-45,West,CBSE,Postgraduate,<2L,Yes,Laptop,Monthly,No,No,1,0.5,0.84,Moderate
S13763,F,26-35,West,ICSE,None,>10L,Yes,Mobile,Monthly,No,Yes,0,1.4,0.63,Low
S13764,M,0-25,West,ICSE,Postgraduate,>10L,Yes,Tablet,Daily,No,Yes,0,2.0,0.99,High
S13765,F,36-45,South,ICSE,None,5L–10L,Yes,Mobile,Weekly,No,Yes,0,0.7,0.89,Low
S13766,M,0-25,East,ICSE,Graduate,<2L,Yes,Mobile,Daily,No,Yes,0,3.5,0.89,Moderate
S13767,F,26-35,West,ICSE,School,<2L,Yes,Mobile,Monthly,No,No,2,1.6,1.0,High
S13768,F,0-25,East,CBSE,Graduate,>10L,Yes,Tablet,Monthly,No,Yes,0,1.1,0.92,High
S13769,M,36-45,South,CBSE,School,5L–10L,Yes,Tablet,Daily,No,Yes,1,0.7,0.62,Low
S13770,M,36-45,West,State,Graduate,5L–10L,Yes,Laptop,Monthly,No,Yes,2,2.5,0.88,High
S13771,F,26-35,South,ICSE,School,>10L,Yes,Laptop,Weekly,No,Yes,2,1.2,0.85,Moderate
S13772,F,0-25,North,ICSE,None,<2L,Yes,Laptop,Weekly,No,No,0,2.0,0.78,High
S13773,F,36-45,North,ICSE,None,2L–5L,Yes,Laptop,Monthly,No,Yes,0,1.2,0.62,Low
S13774,M,26-35,North,ICSE,School,2L–5L,Yes,Tablet,Weekly,No,Yes,2,2.2,0.83,Low
S13775,M,26-35,East,ICSE,None,2L–5L,Yes,Tablet,Weekly,No,Yes,1,3.0,0.66,High
S13776,F,0-25,West,CBSE,Postgraduate,>10L,Yes,Mobile,Daily,No,No,2,3.2,0.79,Low
S13777,M,36-45,West,CBSE,Graduate,<2L,Yes,Mobile,Monthly,No,Yes,1,2.6,0.65,Moderate
S13778,F,0-25,South,ICSE,Graduate,<2L,Yes,Laptop,Weekly,No,Yes,0,2.2,0.92,High
S13779,M,0-25,South,CBSE,Graduate,2L–5L,No,Tablet,Daily,No,No,2,3.6,0.7,Moderate
S13780,M,0-25,North,ICSE,School,5L–10L,Yes,Laptop,Daily,No,No,2,2.1,0.66,Moderate
S13781,M,36-45,East,State,School,5L–10L,Yes,Tablet,Weekly,No,Yes,1,2.2,0.82,Moderate
S13782,M,26-35,East,ICSE,Graduate,>10L,Yes,Laptop,Monthly,No,Yes,1,3.4,0.69,Low
S13783,M,0-25,South,State,School,5L–10L,No,Tablet,Weekly,No,Yes,2,2.1,0.99,Moderate
S13784,F,0-25,South,State,Postgraduate,<2L,Yes,Tablet,Weekly,No,Yes,1,1.0,0.85,High
S13785,F,36-45,West,ICSE,Postgraduate,<2L,Yes,Tablet,Daily,No,No,1,3.2,0.89,High
S13786,M,0-25,West,ICSE,Graduate,>10L,Yes,Mobile,Daily,No,No,1,1.1,0.85,Low
S13787,F,26-35,South,ICSE,None,5L–10L,Yes,Laptop,Daily,No,Yes,2,3.8,0.8,Low
S13788,F,0-25,West,ICSE,None,<2L,No,Tablet,Daily,No,No,0,0.8,0.71,High
S13789,M,26-35,South,CBSE,None,>10L,Yes,Tablet,Weekly,No,Yes,2,0.7,0.74,High
S13790,F,0-25,East,CBSE,Graduate,5L–10L,Yes,Mobile,Monthly,No,No,0,2.4,0.66,Moderate
S13791,M,0-25,North,State,School,2L–5L,Yes,Mobile,Weekly,No,No,2,2.9,0.99,Low
S13792,F,0-25,South,ICSE,Graduate,>10L,Yes,Tablet,Daily,No,No,2,2.9,0.66,High
S13793,F,26-35,South,CBSE,Graduate,2L–5L,Yes,Tablet,Monthly,No,No,1,1.0,0.99,Moderate
S13794,F,0-25,West,CBSE,Graduate,>10L,Yes,Mobile,Daily,No,Yes,2,1.4,0.71,High
S13795,F,0-25,South,CBSE,None,5L–10L,Yes,Tablet,Weekly,No,No,1,1.7,0.69,Moderate
S13796,F,0-25,East,State,None,>10L,Yes,Tablet,Weekly,No,Yes,1,1.3,1.0,Moderate
S13797,F,26-35,North,CBSE,None,<2L,Yes,Laptop,Daily,No,No,0,2.0,0.64,High
S13798,F,0-25,West,ICSE,Graduate,2L–5L,Yes,Tablet,Daily,No,Yes,0,0.8,0.92,High
S13799,M,36-45,East,CBSE,School,5L–10L,Yes,Laptop,Monthly,No,No,2,2.0,0.85,High
S13800,M,26-35,North,ICSE,School,2L–5L,Yes,Mobile,Monthly,No,Yes,1,1.6,0.88,Moderate
S13801,M,36-45,West,CBSE,School,>10L,Yes,Mobile,Daily,Yes,Yes,2,2.5,0.73,Moderate
S13802,M,0-25,East,ICSE,School,>10L,Yes,Tablet,Weekly,No,No,1,1.4,0.84,High
S13803,F,26-35,South,State,School,>10L,Yes,Laptop,Monthly,No,No,0,3.4,0.87,Moderate
S13804,F,26-35,West,CBSE,School,>10L,Yes,Tablet,Weekly,No,No,2,3.1,0.82,High
S13805,F,0-25,South,CBSE,Graduate,>10L,Yes,Tablet,Daily,No,No,1,0.5,0.85,Low
S13806,M,36-45,West,State,Postgraduate,>10L,No,Laptop,Monthly,No,No,2,0.8,0.69,High
S13807,M,26-35,North,State,None,<2L,Yes,Laptop,Monthly,No,No,2,1.1,0.81,Moderate
S13808,M,26-35,West,State,School,2L–5L,Yes,Mobile,Daily,No,Yes,1,3.1,0.66,Moderate
S13809,F,26-35,West,ICSE,None,>10L,Yes,Mobile,Daily,No,No,1,3.2,0.66,Moderate
S13810,M,26-35,East,ICSE,Postgraduate,2L–5L,Yes,Tablet,Monthly,No,No,1,1.1,0.76,High
S13811,F,26-35,West,CBSE,Postgraduate,5L–10L,Yes,Laptop,Weekly,No,No,0,2.4,0.83,High
S13812,M,0-25,North,ICSE,Graduate,2L–5L,Yes,Mobile,Daily,No,No,1,1.6,0.8,High
S13813,F,26-35,East,CBSE,School,2L–5L,Yes,Tablet,Daily,No,Yes,0,3.8,0.76,High
S13814,M,36-45,South,State,Postgraduate,<2L,Yes,Tablet,Monthly,No,No,1,2.8,0.76,High
S13815,F,26-35,West,CBSE,None,<2L,Yes,Tablet,Weekly,No,Yes,2,2.1,0.8,Moderate
S13816,M,0-25,North,State,Postgraduate,2L–5L,No,Laptop,Monthly,Yes,No,1,1.3,0.85,High
S13817,M,0-25,North,State,Graduate,2L–5L,Yes,Mobile,Weekly,No,Yes,2,2.9,0.87,Moderate
S13818,F,36-45,West,CBSE,Graduate,5L–10L,Yes,Mobile,Monthly,No,Yes,0,1.4,0.93,Low
S13819,F,26-35,West,ICSE,Postgraduate,2L–5L,Yes,Laptop,Daily,No,Yes,0,4.0,0.8,High
S13820,M,36-45,South,ICSE,Postgraduate,5L–10L,Yes,Mobile,Daily,No,Yes,0,3.5,0.75,Low
S13821,F,36-45,South,CBSE,School,<2L,Yes,Mobile,Daily,No,No,2,2.2,0.96,High
S13822,M,36-45,South,ICSE,Postgraduate,<2L,Yes,Mobile,Weekly,No,Yes,0,3.3,0.67,Low
S13823,F,36-45,South,State,None,2L–5L,Yes,Laptop,Daily,No,Yes,1,2.2,0.85,High
S13824,M,26-35,South,State,School,5L–10L,Yes,Mobile,Monthly,No,Yes,1,2.5,0.7,High
S13825,F,0-25,South,ICSE,Postgraduate,5L–10L,Yes,Laptop,Monthly,No,No,0,3.2,0.9,High
S13826,M,0-25,East,ICSE,School,2L–5L,Yes,Laptop,Daily,No,No,2,3.6,0.98,Moderate
S13827,M,26-35,East,State,School,5L–10L,No,Tablet,Daily,No,Yes,1,0.6,0.97,High
S13828,M,36-45,North,CBSE,School,2L–5L,No,Mobile,Daily,No,No,1,2.0,0.79,High
S13829,F,26-35,East,ICSE,Graduate,<2L,Yes,Laptop,Monthly,No,No,2,3.5,1.0,High
S13830,M,36-45,West,ICSE,Graduate,>10L,Yes,Laptop,Daily,No,Yes,1,1.7,0.61,High
S13831,F,36-45,West,CBSE,Postgraduate,>10L,Yes,Tablet,Monthly,No,No,2,1.7,0.9,High
S13832,F,26-35,West,State,Graduate,2L–5L,Yes,Mobile,Daily,No,Yes,2,2.2,0.85,High
S13833,F,26-35,North,CBSE,Postgraduate,>10L,Yes,Mobile,Daily,No,Yes,1,3.1,0.99,Low
S13834,M,36-45,East,CBSE,None,<2L,Yes,Laptop,Daily,No,Yes,2,2.8,0.97,High
S13835,F,36-45,West,CBSE,School,<2L,Yes,Mobile,Monthly,No,No,1,3.9,0.68,High
S13836,F,36-45,East,ICSE,Postgraduate,<2L,Yes,Mobile,Daily,No,No,2,0.7,0.64,High
S13837,F,36-45,West,State,Graduate,5L–10L,Yes,Mobile,Monthly,No,No,1,2.4,0.63,Low
S13838,M,26-35,South,State,Graduate,5L–10L,Yes,Laptop,Monthly,No,Yes,1,1.7,0.89,Moderate
S13839,F,0-25,East,ICSE,Graduate,2L–5L,Yes,Laptop,Weekly,Yes,No,1,1.9,0.66,Moderate
S13840,F,0-25,East,CBSE,Graduate,5L–10L,Yes,Mobile,Daily,No,No,0,3.5,0.99,Moderate
S13841,F,36-45,West,ICSE,Postgraduate,>10L,Yes,Mobile,Weekly,No,Yes,1,3.5,0.93,High
S13842,F,0-25,East,CBSE,Graduate,>10L,Yes,Mobile,Weekly,No,No,0,3.9,0.69,High
S13843,M,0-25,South,CBSE,None,5L–10L,Yes,Laptop,Daily,No,No,2,3.5,0.64,Low
S13844,M,0-25,West,CBSE,Postgraduate,5L–10L,Yes,Tablet,Monthly,No,No,1,0.7,0.85,High
S13845,F,0-25,South,CBSE,None,<2L,Yes,Mobile,Monthly,No,Yes,1,2.0,0.72,Low
S13846,F,0-25,West,ICSE,None,<2L,Yes,Tablet,Monthly,No,Yes,2,1.6,0.96,Moderate
S13847,F,0-25,East,CBSE,School,<2L,Yes,Mobile,Daily,No,Yes,2,0.9,0.68,High
S13848,F,36-45,West,ICSE,None,<2L,Yes,Mobile,Monthly,No,No,2,3.2,0.85,Low
S13849,M,36-45,North,CBSE,None,<2L,Yes,Mobile,Monthly,No,Yes,0,1.8,0.77,High
S13850,M,36-45,West,ICSE,School,>10L,Yes,Tablet,Daily,No,No,1,2.7,0.81,High
S13851,M,26-35,East,State,Postgraduate,5L–10L,Yes,Laptop,Weekly,No,No,2,3.7,0.93,High
S13852,M,0-25,South,ICSE,Postgraduate,2L–5L,Yes,Laptop,Monthly,Yes,Yes,2,0.7,0.77,High
S13853,F,0-25,South,State,Postgraduate,5L–10L,Yes,Laptop,Weekly,No,No,2,0.9,0.97,Moderate
S13854,F,26-35,North,ICSE,None,>10L,Yes,Tablet,Monthly,No,No,2,2.2,0.99,High
S13855,M,0-25,West,State,None,2L–5L,Yes,Laptop,Monthly,No,Yes,1,0.8,0.82,Moderate
S13856,M,36-45,West,ICSE,Postgraduate,>10L,Yes,Mobile,Daily,Yes,No,1,2.9,0.69,Moderate
S13857,F,36-45,South,CBSE,Postgraduate,<2L,Yes,Mobile,Daily,No,No,1,2.9,0.75,Low
S13858,F,26-35,South,State,None,2L–5L,Yes,Tablet,Weekly,No,No,1,2.9,0.67,High
S13859,F,36-45,East,CBSE,Graduate,>10L,Yes,Laptop,Weekly,No,No,1,2.0,0.76,High
S13860,F,26-35,North,State,Graduate,5L–10L,No,Laptop,Daily,No,No,1,3.1,0.9,High
S13861,F,36-45,South,CBSE,School,>10L,No,Tablet,Daily,No,No,1,1.1,0.8,High
S13862,M,0-25,West,CBSE,Postgraduate,>10L,Yes,Mobile,Weekly,No,Yes,2,2.8,0.7,High
S13863,M,36-45,South,ICSE,Postgraduate,5L–10L,Yes,Tablet,Daily,Yes,No,2,2.6,0.6,High
S13864,F,26-35,East,CBSE,School,5L–10L,No,Mobile,Daily,No,No,0,0.5,0.74,High
S13865,F,0-25,West,State,School,<2L,Yes,Mobile,Daily,No,Yes,1,1.5,0.68,High
S13866,M,26-35,East,State,School,5L–10L,Yes,Mobile,Monthly,No,No,0,3.2,0.93,Moderate
S13867,F,0-25,East,State,School,5L–10L,Yes,Mobile,Monthly,No,No,0,3.5,0.89,Moderate
S13868,M,0-25,East,ICSE,Postgraduate,<2L,Yes,Laptop,Daily,No,Yes,1,2.0,0.78,High
S13869,M,36-45,North,ICSE,Postgraduate,>10L,No,Laptop,Monthly,No,Yes,1,0.9,0.79,Low
S13870,M,36-45,West,State,Graduate,>10L,Yes,Tablet,Monthly,No,Yes,0,3.9,0.7,Moderate
S13871,M,0-25,West,CBSE,Graduate,5L–10L,Yes,Tablet,Monthly,No,Yes,0,0.6,0.66,Low
S13872,F,36-45,East,ICSE,None,<2L,Yes,Laptop,Daily,No,Yes,0,2.5,0.9,High
S13873,F,36-45,North,CBSE,Postgraduate,>10L,Yes,Mobile,Weekly,No,No,2,3.2,0.86,High
S13874,M,26-35,South,ICSE,None,>10L,Yes,Laptop,Weekly,No,Yes,0,2.3,0.94,High
S13875,F,36-45,West,ICSE,Postgraduate,>10L,Yes,Tablet,Weekly,No,No,2,1.8,0.99,High
S13876,F,0-25,South,ICSE,Postgraduate,>10L,Yes,Mobile,Daily,No,Yes,2,2.3,0.76,High
S13877,F,36-45,West,ICSE,Graduate,5L–10L,Yes,Laptop,Weekly,No,Yes,1,1.4,0.76,High
S13878,F,0-25,East,State,Graduate,>10L,Yes,Laptop,Weekly,No,No,1,0.6,1.0,Moderate
S13879,M,0-25,West,ICSE,None,<2L,Yes,Mobile,Weekly,No,Yes,2,3.6,0.96,Low
S13880,F,26-35,East,ICSE,None,<2L,Yes,Mobile,Monthly,No,Yes,2,1.9,0.74,High
S13881,M,0-25,West,State,School,5L–10L,Yes,Tablet,Monthly,No,Yes,0,3.6,0.99,High
S13882,M,0-25,East,State,None,2L–5L,Yes,Tablet,Daily,Yes,Yes,0,1.5,0.88,Moderate
S13883,F,26-35,South,State,Postgraduate,>10L,Yes,Tablet,Daily,No,Yes,2,1.2,0.89,Low
S13884,M,0-25,South,State,Postgraduate,5L–10L,Yes,Mobile,Daily,No,No,2,4.0,0.7,Moderate
S13885,F,26-35,South,CBSE,Postgraduate,2L–5L,Yes,Tablet,Monthly,No,Yes,1,3.3,0.85,High
S13886,F,0-25,West,State,Graduate,5L–10L,Yes,Laptop,Daily,No,No,2,3.2,0.77,Low
S13887,M,36-45,North,State,School,5L–10L,Yes,Tablet,Weekly,No,Yes,2,2.3,0.75,High
S13888,F,26-35,South,State,Postgraduate,2L–5L,Yes,Laptop,Monthly,No,Yes,1,1.3,0.91,Moderate
S13889,M,26-35,West,CBSE,School,<2L,Yes,Laptop,Monthly,Yes,No,0,0.7,0.76,High
S13890,M,0-25,East,State,School,2L–5L,Yes,Mobile,Weekly,No,No,1,1.2,0.76,Moderate
S13891,F,26-35,North,CBSE,Postgraduate,>10L,Yes,Laptop,Monthly,No,Yes,1,3.7,0.97,High
S13892,F,0-25,North,ICSE,School,2L–5L,Yes,Mobile,Monthly,No,Yes,1,3.8,0.89,Moderate
S13893,F,26-35,North,CBSE,Postgraduate,>10L,Yes,Mobile,Monthly,No,Yes,2,2.3,0.68,Moderate
S13894,M,26-35,South,State,Postgraduate,>10L,Yes,Laptop,Monthly,Yes,Yes,0,2.7,0.89,High
S13895,F,36-45,South,CBSE,Postgraduate,<2L,Yes,Mobile,Weekly,No,Yes,2,3.7,0.92,Moderate
S13896,M,0-25,South,CBSE,Graduate,5L–10L,Yes,Laptop,Daily,No,Yes,0,1.1,0.68,Low
S13897,M,36-45,South,CBSE,Graduate,2L–5L,Yes,Laptop,Monthly,No,No,0,3.3,0.66,Low
S13898,F,26-35,East,CBSE,None,>10L,Yes,Tablet,Daily,No,No,0,3.9,0.71,Moderate
S13899,F,0-25,West,CBSE,Postgraduate,2L–5L,Yes,Laptop,Weekly,No,Yes,2,4.0,0.99,Moderate
S13900,F,36-45,North,CBSE,Postgraduate,2L–5L,Yes,Laptop,Daily,No,Yes,0,3.6,0.69,High
S13901,M,26-35,West,CBSE,Postgraduate,>10L,Yes,Mobile,Monthly,No,No,1,2.7,0.96,Moderate
S13902,F,36-45,North,CBSE,None,>10L,Yes,Mobile,Weekly,No,Yes,1,2.6,0.76,Moderate
S13903,M,26-35,North,ICSE,Graduate,5L–10L,Yes,Mobile,Daily,No,No,2,3.0,0.62,Moderate
S13904,F,26-35,North,ICSE,Graduate,2L–5L,Yes,Mobile,Monthly,No,No,1,3.9,0.69,High
S13905,F,0-25,North,State,None,>10L,Yes,Mobile,Weekly,No,Yes,0,3.2,0.94,Low
S13906,M,0-25,East,State,Postgraduate,5L–10L,Yes,Laptop,Weekly,Yes,Yes,2,2.0,0.86,High
S13907,M,0-25,East,State,Postgraduate,2L–5L,Yes,Tablet,Monthly,No,Yes,2,1.5,0.94,Moderate
S13908,F,26-35,North,State,Graduate,2L–5L,Yes,Tablet,Daily,No,No,2,0.6,0.87,High
S13909,F,36-45,North,State,Postgraduate,>10L,Yes,Tablet,Monthly,No,No,2,3.2,0.74,Low
S13910,F,0-25,South,State,Graduate,<2L,Yes,Mobile,Monthly,No,Yes,0,3.4,0.61,Moderate
S13911,F,0-25,North,ICSE,Postgraduate,>10L,Yes,Tablet,Weekly,No,No,2,2.1,0.86,Low
S13912,F,0-25,West,ICSE,School,2L–5L,Yes,Laptop,Daily,No,No,0,0.5,0.68,High
S13913,M,0-25,East,ICSE,Graduate,<2L,Yes,Mobile,Daily,No,No,1,1.6,0.68,Moderate
S13914,M,26-35,West,CBSE,School,>10L,No,Laptop,Daily,No,No,2,2.6,0.91,Low
S13915,M,36-45,South,CBSE,Graduate,<2L,Yes,Tablet,Weekly,No,No,2,3.8,0.61,Low
S13916,M,26-35,East,State,None,5L–10L,Yes,Laptop,Monthly,No,No,0,3.5,0.99,Low
S13917,F,26-35,South,ICSE,Graduate,>10L,Yes,Laptop,Daily,No,Yes,1,2.0,0.68,High
S13918,M,26-35,South,State,Graduate,2L–5L,Yes,Mobile,Monthly,No,Yes,0,2.8,0.65,High
S13919,M,0-25,West,ICSE,Postgraduate,2L–5L,No,Mobile,Monthly,Yes,Yes,0,2.6,0.87,High
S13920,M,36-45,North,ICSE,Postgraduate,<2L,Yes,Tablet,Daily,No,No,2,2.6,0.68,Low
S13921,F,26-35,East,State,None,<2L,No,Tablet,Daily,No,Yes,0,3.0,0.97,Moderate
S13922,M,26-35,East,State,Postgraduate,5L–10L,No,Laptop,Monthly,No,Yes,0,1.7,0.92,High
S13923,F,26-35,North,CBSE,Postgraduate,>10L,Yes,Laptop,Monthly,No,Yes,0,1.4,0.73,Moderate
S13924,M,0-25,West,ICSE,None,5L–10L,Yes,Laptop,Monthly,No,Yes,1,2.9,0.89,High
S13925,F,0-25,South,CBSE,None,<2L,Yes,Mobile,Monthly,No,Yes,0,4.0,0.85,Low
S13926,M,26-35,West,CBSE,Graduate,2L–5L,Yes,Tablet,Monthly,No,Yes,0,2.0,0.9,High
S13927,F,0-25,South,CBSE,Postgraduate,5L–10L,Yes,Mobile,Monthly,No,No,2,2.4,0.75,Low
S13928,M,36-45,East,CBSE,Postgraduate,>10L,Yes,Laptop,Daily,No,Yes,0,3.3,0.85,Moderate
S13929,F,0-25,North,ICSE,None,2L–5L,Yes,Tablet,Daily,No,No,1,3.4,0.84,Low
S13930,F,26-35,North,ICSE,Graduate,>10L,Yes,Mobile,Weekly,No,No,0,2.9,0.7,Moderate
S13931,M,36-45,East,CBSE,Postgraduate,<2L,Yes,Tablet,Monthly,No,No,0,3.2,0.71,High
S13932,F,0-25,South,ICSE,None,<2L,Yes,Mobile,Monthly,No,No,2,1.1,0.97,High
S13933,F,26-35,West,CBSE,Graduate,>10L,Yes,Tablet,Monthly,No,Yes,2,0.7,0.63,Moderate
S13934,M,36-45,South,State,Postgraduate,>10L,Yes,Mobile,Weekly,No,Yes,1,1.4,0.91,High
S13935,M,36-45,North,CBSE,Postgraduate,<2L,Yes,Tablet,Monthly,No,No,2,1.5,0.94,High
S13936,F,36-45,West,State,None,5L–10L,Yes,Tablet,Weekly,No,Yes,2,3.8,0.83,High
S13937,M,0-25,West,CBSE,None,5L–10L,Yes,Tablet,Daily,No,No,2,0.7,0.65,High
S13938,M,36-45,South,CBSE,School,>10L,No,Tablet,Daily,No,No,1,0.9,0.61,High
S13939,M,0-25,South,ICSE,Graduate,>10L,Yes,Laptop,Monthly,No,No,0,1.7,0.62,High
S13940,F,26-35,South,State,None,<2L,Yes,Laptop,Daily,No,No,1,3.6,0.72,Low
S13941,F,0-25,West,ICSE,Graduate,>10L,Yes,Laptop,Weekly,No,No,2,0.8,0.67,High
S13942,F,0-25,East,CBSE,None,>10L,Yes,Mobile,Monthly,No,No,2,1.6,0.77,Moderate
S13943,F,26-35,West,State,Graduate,2L–5L,Yes,Mobile,Weekly,No,No,2,2.8,0.61,Low
S13944,F,0-25,North,CBSE,Graduate,>10L,Yes,Tablet,Monthly,No,Yes,2,1.8,0.95,High
S13945,F,0-25,East,State,Postgraduate,>10L,Yes,Tablet,Monthly,No,Yes,2,2.7,0.95,Moderate
S13946,F,26-35,East,State,Graduate,>10L,Yes,Laptop,Daily,No,Yes,2,2.3,0.66,Moderate
