student_id,assessment_id,score,weight
S12204,A1,57.63,0.2
S12204,A2,60.65,0.2
S12204,A3,42.17,0.2
S12204,A4,76.96,0.2
S12204,A5,57.54,0.2
S12205,A1,8.07,0.2
S12205,A2,52.99,0.2
S12205,A3,41.11,0.2
S12205,A4,54.18,0.2
S12205,A5,27.48,0.2
S12206,A1,44.95,0.2
S12206,A2,62.81,0.2
S12206,A3,44.02,0.2
S12206,A4,35.77,0.2
S12206,A5,47.1,0.2
S12207,A1,60.56,0.2
S12207,A2,52.79,0.2
S12207,A3,70.23,0.2
S12207,A4,27.97,0.2
S12207,A5,53.21,0.2
S12208,A1,79.71,0.2
S12208,A2,79.63,0.2
S12208,A3,81.97,0.2
S12208,A4,75.03,0.2
S12208,A5,78.97,0.2
S12209,A1,40.5,0.2
S12209,A2,47.74,0.2
S12209,A3,45.11,0.2
S12209,A4,32.11,0.2
S12209,A5,51.22,0.2
S12210,A1,64.24,0.2
S12210,A2,45.63,0.2
S12210,A3,89.14,0.2
S12210,A4,82.85,0.2
S12210,A5,55.7,0.2
S12211,A1,81.67,0.2
S12211,A2,78.95,0.2
S12211,A3,88.64,0.2
S12211,A4,75.59,0.2
S12211,A5,73.8,0.2
S12212,A1,75.24,0.2
S12212,A2,81.29,0.2
S12212,A3,80.42,0.2
S12212,A4,77.32,0.2
S12212,A5,82.66,0.2
S12213,A1,80.13,0.2
S12213,A2,79.36,0.2
S12213,A3,75.02,0.2
S12213,A4,100.0,0.2
S12213,A5,81.98,0.2
S12214,A1,67.19,0.2
S12214,A2,52.12,0.2
S12214,A3,60.52,0.2
S12214,A4,64.03,0.2
S12214,A5,49.03,0.2
S12215,A1,71.47,0.2
S12215,A2,73.06,0.2
S12215,A3,82.61,0.2
S12215,A4,74.65,0.2
S12215,A5,79.85,0.2
S12216,A1,72.06,0.2
S12216,A2,56.9,0.2
S12216,A3,67.27,0.2
S12216,A4,53.09,0.2
S12216,A5,72.48,0.2
S12217,A1,61.33,0.2
S12217,A2,59.58,0.2
S12217,A3,52.52,0.2
S12217,A4,80.56,0.2
S12217,A5,56.52,0.2
S12218,A1,73.09,0.2
S12218,A2,72.39,0.2
S12218,A3,95.32,0.2
S12218,A4,85.84,0.2
S12218,A5,75.84,0.2
S12219,A1,9.34,0.2
S12219,A2,32.31,0.2
S12219,A3,31.72,0.2
S12219,A4,33.58,0.2
S12219,A5,39.72,0.2
S12220,A1,79.99,0.2
S12220,A2,82.9,0.2
S12220,A3,74.36,0.2
S12220,A4,72.89,0.2
S12220,A5,79.28,0.2
S12221,A1,76.38,0.2
S12221,A2,77.26,0.2
S12221,A3,74.54,0.2
S12221,A4,79.91,0.2
S12221,A5,82.05,0.2
S12222,A1,27.96,0.2
S12222,A2,56.74,0.2
S12222,A3,37.47,0.2
S12222,A4,19.33,0.2
S12222,A5,36.34,0.2
S12223,A1,58.82,0.2
S12223,A2,58.42,0.2
S12223,A3,70.97,0.2
S12223,A4,63.84,0.2
S12223,A5,68.11,0.2
S12224,A1,76.35,0.2
S12224,A2,78.63,0.2
S12224,A3,75.7,0.2
S12224,A4,83.33,0.2
S12224,A5,79.34,0.2
S12225,A1,56.36,0.2
S12225,A2,53.46,0.2
S12225,A3,54.88,0.2
S12225,A4,54.54,0.2
S12225,A5,52.33,0.2
S12226,A1,69.35,0.2
S12226,A2,65.35,0.2
S12226,A3,52.05,0.2
S12226,A4,66.84,0.2
S12226,A5,58.97,0.2
S12227,A1,72.12,0.2
S12227,A2,87.7,0.2
S12227,A3,81.45,0.2
S12227,A4,79.29,0.2
S12227,A5,75.0,0.2
S12228,A1,42.02,0.2
S12228,A2,41.23,0.2
S12228,A3,47.56,0.2
S12228,A4,33.54,0.2
S12228,A5,38.14,0.2
S12229,A1,60.39,0.2
S12229,A2,67.57,0.2
S12229,A3,51.66,0.2
S12229,A4,52.91,0.2
S12229,A5,51.75,0.2
S12230,A1,20.89,0.2
S12230,A2,40.18,0.2
S12230,A3,57.26,0.2
S12230,A4,36.25,0.2
S12230,A5,22.27,0.2
S12231,A1,58.28,0.2
S12231,A2,50.16,0.2
S12231,A3,42.04,0.2
S12231,A4,13.19,0.2
S12231,A5,31.79,0.2
S12232,A1,89.1,0.2
S12232,A2,76.34,0.2
S12232,A3,78.92,0.2
S12232,A4,71.9,0.2
S12232,A5,75.88,0.2
S12233,A1,81.06,0.2
S12233,A2,76.69,0.2
S12233,A3,82.82,0.2
S12233,A4,70.53,0.2
S12233,A5,77.26,0.2
S12234,A1,43.9,0.2
S12234,A2,57.4,0.2
S12234,A3,53.38,0.2
S12234,A4,45.02,0.2
S12234,A5,77.61,0.2
S12235,A1,27.89,0.2
S12235,A2,12.66,0.2
S12235,A3,58.36,0.2
S12235,A4,34.79,0.2
S12235,A5,32.41,0.2
S12236,A1,69.74,0.2
S12236,A2,63.84,0.2
S12236,A3,53.31,0.2
S12236,A4,54.3,0.2
S12236,A5,45.69,0.2
S12237,A1,70.95,0.2
S12237,A2,84.4,0.2
S12237,A3,83.37,0.2
S12237,A4,85.35,0.2
S12237,A5,87.44,0.2
S12238,A1,81.83,0.2
S12238,A2,80.31,0.2
S12238,A3,71.58,0.2
S12238,A4,81.56,0.2
S12238,A5,72.9,0.2
S12239,A1,70.98,0.2
S12239,A2,48.56,0.2
S12239,A3,43.26,0.2
S12239,A4,68.57,0.2
S12239,A5,65.78,0.2
S12240,A1,51.95,0.2
S12240,A2,53.75,0.2
S12240,A3,76.85,0.2
S12240,A4,52.29,0.2
S12240,A5,53.09,0.2
S12241,A1,39.63,0.2
S12241,A2,46.77,0.2
S12241,A3,43.36,0.2
S12241,A4,58.93,0.2
S12241,A5,35.95,0.2
S12242,A1,68.47,0.2
S12242,A2,52.69,0.2
S12242,A3,63.19,0.2
S12242,A4,56.51,0.2
S12242,A5,60.01,0.2
S12243,A1,42.96,0.2
S12243,A2,34.33,0.2
S12243,A3,46.7,0.2
S12243,A4,43.14,0.2
S12243,A5,42.59,0.2
S12244,A1,59.54,0.2
S12244,A2,56.33,0.2
S12244,A3,53.82,0.2
S12244,A4,53.38,0.2
S12244,A5,54.78,0.2
S12245,A1,43.87,0.2
S12245,A2,62.35,0.2
S12245,A3,68.08,0.2
S12245,A4,45.19,0.2
S12245,A5,64.54,0.2
S12246,A1,78.39,0.2
S12246,A2,80.77,0.2
S12246,A3,85.09,0.2
S12246,A4,91.06,0.2
S12246,A5,79.65,0.2
S12247,A1,78.51,0.2
S12247,A2,88.63,0.2
S12247,A3,82.52,0.2
S12247,A4,87.45,0.2
S12247,A5,78.55,0.2
S12248,A1,54.9,0.2
S12248,A2,58.51,0.2
S12248,A3,60.04,0.2
S12248,A4,69.81,0.2
S12248,A5,48.78,0.2
S12249,A1,54.86,0.2
S12249,A2,83.5,0.2
S12249,A3,63.78,0.2
S12249,A4,58.87,0.2
S12249,A5,62.52,0.2
S12250,A1,81.59,0.2
S12250,A2,75.04,0.2
S12250,A3,85.95,0.2
S12250,A4,75.85,0.2
S12250,A5,80.03,0.2
S12251,A1,67.85,0.2
S12251,A2,64.53,0.2
S12251,A3,53.43,0.2
S12251,A4,58.97,0.2
S12251,A5,74.37,0.2
S12252,A1,84.67,0.2
S12252,A2,73.06,0.2
S12252,A3,72.14,0.2
S12252,A4,79.73,0.2
S12252,A5,79.52,0.2
S12253,A1,82.4,0.2
S12253,A2,78.71,0.2
S12253,A3,77.47,0.2
S12253,A4,90.75,0.2
S12253,A5,81.0,0.2
S12254,A1,83.14,0.2
S12254,A2,79.42,0.2
S12254,A3,81.63,0.2
S12254,A4,72.83,0.2
S12254,A5,80.98,0.2
S12255,A1,78.79,0.2
S12255,A2,63.62,0.2
S12255,A3,63.65,0.2
S12255,A4,62.0,0.2
S12255,A5,70.07,0.2
S12256,A1,49.78,0.2
S12256,A2,43.24,0.2
S12256,A3,56.81,0.2
S12256,A4,48.28,0.2
S12256,A5,78.12,0.2
S12257,A1,47.4,0.2
S12257,A2,21.36,0.2
S12257,A3,38.54,0.2
S12257,A4,53.62,0.2
S12257,A5,77.4,0.2
S12258,A1,42.89,0.2
S12258,A2,19.93,0.2
S12258,A3,49.95,0.2
S12258,A4,49.72,0.2
S12258,A5,40.11,0.2
S12259,A1,76.18,0.2
S12259,A2,83.28,0.2
S12259,A3,82.96,0.2
S12259,A4,80.23,0.2
S12259,A5,73.55,0.2
S12260,A1,75.41,0.2
S12260,A2,73.06,0.2
S12260,A3,75.65,0.2
S12260,A4,82.31,0.2
S12260,A5,86.81,0.2
S12261,A1,52.12,0.2
S12261,A2,55.99,0.2
S12261,A3,65.03,0.2
S12261,A4,32.68,0.2
S12261,A5,23.46,0.2
S12262,A1,51.19,0.2
S12262,A2,60.89,0.2
S12262,A3,66.94,0.2
S12262,A4,45.19,0.2
S12262,A5,53.69,0.2
S12263,A1,66.07,0.2
S12263,A2,61.85,0.2
S12263,A3,46.09,0.2
S12263,A4,80.55,0.2
S12263,A5,53.83,0.2
S12264,A1,82.18,0.2
S12264,A2,82.18,0.2
S12264,A3,77.75,0.2
S12264,A4,83.18,0.2
S12264,A5,71.18,0.2
S12265,A1,75.12,0.2
S12265,A2,83.44,0.2
S12265,A3,75.37,0.2
S12265,A4,69.93,0.2
S12265,A5,84.23,0.2
S12266,A1,79.61,0.2
S12266,A2,83.19,0.2
S12266,A3,74.14,0.2
S12266,A4,79.13,0.2
S12266,A5,89.39,0.2
S12267,A1,70.82,0.2
S12267,A2,61.92,0.2
S12267,A3,75.51,0.2
S12267,A4,70.55,0.2
S12267,A5,55.29,0.2
S12268,A1,82.42,0.2
S12268,A2,79.22,0.2
S12268,A3,87.69,0.2
S12268,A4,79.48,0.2
S12268,A5,77.96,0.2
S12269,A1,65.5,0.2
S12269,A2,71.55,0.2
S12269,A3,54.61,0.2
S12269,A4,50.36,0.2
S12269,A5,73.0,0.2
S12270,A1,81.55,0.2
S12270,A2,73.2,0.2
S12270,A3,83.03,0.2
S12270,A4,84.61,0.2
S12270,A5,81.67,0.2
S12271,A1,84.43,0.2
S12271,A2,86.32,0.2
S12271,A3,71.51,0.2
S12271,A4,83.85,0.2
S12271,A5,80.2,0.2
S12272,A1,76.35,0.2
S12272,A2,75.03,0.2
S12272,A3,76.46,0.2
S12272,A4,77.37,0.2
S12272,A5,80.19,0.2
S12273,A1,13.32,0.2
S12273,A2,48.3,0.2
S12273,A3,29.14,0.2
S12273,A4,48.86,0.2
S12273,A5,46.54,0.2
S12274,A1,63.47,0.2
S12274,A2,52.05,0.2
S12274,A3,51.53,0.2
S12274,A4,56.54,0.2
S12274,A5,73.91,0.2
S12275,A1,78.87,0.2
S12275,A2,75.14,0.2
S12275,A3,73.68,0.2
S12275,A4,76.79,0.2
S12275,A5,77.95,0.2
S12276,A1,48.93,0.2
S12276,A2,50.94,0.2
S12276,A3,64.76,0.2
S12276,A4,88.64,0.2
S12276,A5,61.61,0.2
S12277,A1,55.92,0.2
S12277,A2,70.07,0.2
S12277,A3,58.95,0.2
S12277,A4,60.75,0.2
S12277,A5,77.38,0.2
S12278,A1,29.99,0.2
S12278,A2,50.53,0.2
S12278,A3,54.69,0.2
S12278,A4,26.09,0.2
S12278,A5,13.07,0.2
S12279,A1,58.85,0.2
S12279,A2,52.99,0.2
S12279,A3,48.28,0.2
S12279,A4,51.0,0.2
S12279,A5,73.73,0.2
S12280,A1,57.24,0.2
S12280,A2,50.35,0.2
S12280,A3,72.02,0.2
S12280,A4,44.64,0.2
S12280,A5,54.83,0.2
S12281,A1,69.14,0.2
S12281,A2,57.79,0.2
S12281,A3,64.39,0.2
S12281,A4,69.88,0.2
S12281,A5,54.97,0.2
S12282,A1,75.98,0.2
S12282,A2,86.23,0.2
S12282,A3,81.43,0.2
S12282,A4,67.23,0.2
S12282,A5,78.6,0.2
S12283,A1,87.53,0.2
S12283,A2,78.64,0.2
S12283,A3,85.37,0.2
S12283,A4,77.15,0.2
S12283,A5,71.95,0.2
S12284,A1,57.34,0.2
S12284,A2,56.12,0.2
S12284,A3,64.37,0.2
S12284,A4,57.93,0.2
S12284,A5,48.58,0.2
S12285,A1,33.45,0.2
S12285,A2,48.88,0.2
S12285,A3,42.92,0.2
S12285,A4,47.7,0.2
S12285,A5,49.43,0.2
S12286,A1,81.73,0.2
S12286,A2,86.62,0.2
S12286,A3,80.95,0.2
S12286,A4,89.3,0.2
S12286,A5,76.86,0.2
S12287,A1,77.57,0.2
S12287,A2,76.84,0.2
S12287,A3,77.41,0.2
S12287,A4,74.16,0.2
S12287,A5,81.53,0.2
S12288,A1,80.05,0.2
S12288,A2,77.13,0.2
S12288,A3,81.54,0.2
S12288,A4,80.37,0.2
S12288,A5,76.93,0.2
S12289,A1,27.47,0.2
S12289,A2,25.7,0.2
S12289,A3,27.18,0.2
S12289,A4,64.84,0.2
S12289,A5,42.12,0.2
S12290,A1,23.6,0.2
S12290,A2,0.0,0.2
S12290,A3,37.35,0.2
S12290,A4,48.57,0.2
S12290,A5,48.17,0.2
S12291,A1,78.11,0.2
S12291,A2,67.34,0.2
S12291,A3,79.51,0.2
S12291,A4,89.37,0.2
S12291,A5,89.28,0.2
S12292,A1,87.04,0.2
S12292,A2,80.22,0.2
S12292,A3,76.21,0.2
S12292,A4,79.48,0.2
S12292,A5,78.63,0.2
S12293,A1,64.82,0.2
S12293,A2,64.59,0.2
S12293,A3,79.98,0.2
S12293,A4,58.88,0.2
S12293,A5,66.33,0.2
S12294,A1,77.88,0.2
S12294,A2,81.3,0.2
S12294,A3,87.72,0.2
S12294,A4,80.01,0.2
S12294,A5,79.49,0.2
S12295,A1,70.71,0.2
S12295,A2,62.05,0.2
S12295,A3,53.01,0.2
S12295,A4,42.32,0.2
S12295,A5,67.34,0.2
S12296,A1,79.2,0.2
S12296,A2,75.07,0.2
S12296,A3,76.77,0.2
S12296,A4,72.87,0.2
S12296,A5,85.55,0.2
S12297,A1,82.57,0.2
S12297,A2,89.9,0.2
S12297,A3,87.07,0.2
S12297,A4,79.75,0.2
S12297,A5,83.72,0.2
S12298,A1,82.01,0.2
S12298,A2,82.64,0.2
S12298,A3,85.52,0.2
S12298,A4,84.19,0.2
S12298,A5,80.46,0.2
S12299,A1,80.44,0.2
S12299,A2,84.3,0.2
S12299,A3,78.52,0.2
S12299,A4,80.44,0.2
S12299,A5,78.41,0.2
S12300,A1,56.97,0.2
S12300,A2,66.44,0.2
S12300,A3,60.36,0.2
S12300,A4,68.81,0.2
S12300,A5,59.35,0.2
S12301,A1,83.06,0.2
S12301,A2,87.26,0.2
S12301,A3,89.55,0.2
S12301,A4,79.21,0.2
S12301,A5,85.99,0.2
S12302,A1,83.0,0.2
S12302,A2,84.78,0.2
S12302,A3,87.55,0.2
S12302,A4,83.77,0.2
S12302,A5,82.28,0.2
S12303,A1,77.41,0.2
S12303,A2,73.89,0.2
S12303,A3,76.12,0.2
S12303,A4,80.42,0.2
S12303,A5,70.6,0.2
S12304,A1,72.11,0.2
S12304,A2,58.67,0.2
S12304,A3,77.43,0.2
S12304,A4,72.45,0.2
S12304,A5,62.8,0.2
S12305,A1,78.32,0.2
S12305,A2,55.09,0.2
S12305,A3,51.83,0.2
S12305,A4,59.89,0.2
S12305,A5,54.8,0.2
S12306,A1,84.99,0.2
S12306,A2,80.03,0.2
S12306,A3,75.42,0.2
S12306,A4,79.81,0.2
S12306,A5,77.88,0.2
S12307,A1,89.69,0.2
S12307,A2,89.41,0.2
S12307,A3,86.14,0.2
S12307,A4,77.59,0.2
S12307,A5,79.2,0.2
S12308,A1,24.3,0.2
S12308,A2,36.55,0.2
S12308,A3,28.05,0.2
S12308,A4,24.89,0.2
S12308,A5,46.62,0.2
S12309,A1,53.75,0.2
S12309,A2,56.96,0.2
S12309,A3,31.84,0.2
S12309,A4,49.21,0.2
S12309,A5,13.74,0.2
S12310,A1,54.66,0.2
S12310,A2,51.71,0.2
S12310,A3,53.77,0.2
S12310,A4,67.87,0.2
S12310,A5,64.2,0.2
S12311,A1,65.78,0.2
S12311,A2,63.84,0.2
S12311,A3,64.92,0.2
S12311,A4,52.51,0.2
S12311,A5,63.09,0.2
S12312,A1,87.73,0.2
S12312,A2,79.72,0.2
S12312,A3,65.01,0.2
S12312,A4,79.83,0.2
S12312,A5,66.91,0.2
S12313,A1,83.63,0.2
S12313,A2,85.0,0.2
S12313,A3,78.31,0.2
S12313,A4,72.77,0.2
S12313,A5,79.06,0.2
S12314,A1,73.25,0.2
S12314,A2,60.23,0.2
S12314,A3,49.1,0.2
S12314,A4,54.58,0.2
S12314,A5,60.76,0.2
S12315,A1,17.15,0.2
S12315,A2,48.12,0.2
S12315,A3,44.09,0.2
S12315,A4,46.19,0.2
S12315,A5,42.9,0.2
S12316,A1,52.79,0.2
S12316,A2,52.49,0.2
S12316,A3,11.37,0.2
S12316,A4,19.59,0.2
S12316,A5,53.97,0.2
S12317,A1,84.64,0.2
S12317,A2,90.75,0.2
S12317,A3,76.31,0.2
S12317,A4,79.92,0.2
S12317,A5,83.94,0.2
S12318,A1,72.58,0.2
S12318,A2,44.71,0.2
S12318,A3,60.91,0.2
S12318,A4,60.17,0.2
S12318,A5,68.69,0.2
S12319,A1,87.68,0.2
S12319,A2,84.51,0.2
S12319,A3,88.48,0.2
S12319,A4,76.69,0.2
S12319,A5,87.2,0.2
S12320,A1,66.73,0.2
S12320,A2,73.06,0.2
S12320,A3,54.76,0.2
S12320,A4,51.47,0.2
S12320,A5,64.74,0.2
S12321,A1,82.01,0.2
S12321,A2,82.2,0.2
S12321,A3,82.92,0.2
S12321,A4,76.1,0.2
S12321,A5,76.61,0.2
S12322,A1,79.09,0.2
S12322,A2,85.37,0.2
S12322,A3,83.36,0.2
S12322,A4,74.88,0.2
S12322,A5,81.13,0.2
S12323,A1,82.1,0.2
S12323,A2,75.82,0.2
S12323,A3,77.2,0.2
S12323,A4,81.6,0.2
S12323,A5,89.41,0.2
S12324,A1,56.46,0.2
S12324,A2,42.7,0.2
S12324,A3,49.46,0.2
S12324,A4,61.59,0.2
S12324,A5,69.21,0.2
S12325,A1,45.93,0.2
S12325,A2,36.7,0.2
S12325,A3,26.58,0.2
S12325,A4,41.3,0.2
S12325,A5,44.88,0.2
S12326,A1,14.7,0.2
S12326,A2,54.1,0.2
S12326,A3,0.0,0.2
S12326,A4,29.52,0.2
S12326,A5,28.37,0.2
S12327,A1,53.41,0.2
S12327,A2,54.28,0.2
S12327,A3,75.86,0.2
S12327,A4,39.84,0.2
S12327,A5,62.37,0.2
S12328,A1,50.15,0.2
S12328,A2,66.44,0.2
S12328,A3,66.48,0.2
S12328,A4,60.11,0.2
S12328,A5,63.15,0.2
S12329,A1,60.88,0.2
S12329,A2,48.91,0.2
S12329,A3,14.61,0.2
S12329,A4,45.11,0.2
S12329,A5,66.81,0.2
S12330,A1,64.07,0.2
S12330,A2,61.44,0.2
S12330,A3,68.03,0.2
S12330,A4,47.14,0.2
S12330,A5,67.33,0.2
S12331,A1,72.32,0.2
S12331,A2,65.88,0.2
S12331,A3,53.38,0.2
S12331,A4,72.45,0.2
S12331,A5,51.35,0.2
S12332,A1,80.35,0.2
S12332,A2,81.52,0.2
S12332,A3,78.8,0.2
S12332,A4,80.18,0.2
S12332,A5,82.15,0.2
S12333,A1,19.44,0.2
S12333,A2,23.3,0.2
S12333,A3,27.02,0.2
S12333,A4,33.54,0.2
S12333,A5,40.38,0.2
S12334,A1,28.79,0.2
S12334,A2,32.08,0.2
S12334,A3,50.66,0.2
S12334,A4,47.5,0.2
S12334,A5,36.92,0.2
S12335,A1,81.86,0.2
S12335,A2,76.02,0.2
S12335,A3,78.55,0.2
S12335,A4,79.32,0.2
S12335,A5,74.0,0.2
S12336,A1,87.19,0.2
S12336,A2,85.19,0.2
S12336,A3,83.84,0.2
S12336,A4,77.68,0.2
S12336,A5,78.02,0.2
S12337,A1,85.43,0.2
S12337,A2,93.59,0.2
S12337,A3,81.25,0.2
S12337,A4,76.12,0.2
S12337,A5,73.45,0.2
S12338,A1,68.99,0.2
S12338,A2,64.55,0.2
S12338,A3,56.46,0.2
S12338,A4,65.96,0.2
S12338,A5,63.81,0.2
S12339,A1,55.7,0.2
S12339,A2,60.63,0.2
S12339,A3,54.35,0.2
S12339,A4,71.07,0.2
S12339,A5,64.2,0.2
S12340,A1,50.13,0.2
S12340,A2,44.29,0.2
S12340,A3,56.54,0.2
S12340,A4,59.25,0.2
S12340,A5,68.5,0.2
S12341,A1,85.48,0.2
S12341,A2,74.03,0.2
S12341,A3,75.9,0.2
S12341,A4,80.58,0.2
S12341,A5,77.36,0.2
S12342,A1,74.18,0.2
S12342,A2,81.35,0.2
S12342,A3,80.05,0.2
S12342,A4,80.98,0.2
S12342,A5,81.97,0.2
S12343,A1,80.42,0.2
S12343,A2,75.0,0.2
S12343,A3,92.51,0.2
S12343,A4,78.72,0.2
S12343,A5,77.03,0.2
S12344,A1,78.36,0.2
S12344,A2,81.05,0.2
S12344,A3,70.16,0.2
S12344,A4,87.2,0.2
S12344,A5,78.21,0.2
S12345,A1,50.47,0.2
S12345,A2,61.06,0.2
S12345,A3,16.42,0.2
S12345,A4,30.51,0.2
S12345,A5,17.01,0.2
S12346,A1,79.32,0.2
S12346,A2,77.68,0.2
S12346,A3,89.5,0.2
S12346,A4,66.35,0.2
S12346,A5,82.07,0.2
S12347,A1,27.15,0.2
S12347,A2,45.67,0.2
S12347,A3,34.36,0.2
S12347,A4,49.2,0.2
S12347,A5,6.43,0.2
S12348,A1,80.25,0.2
S12348,A2,78.34,0.2
S12348,A3,82.59,0.2
S12348,A4,85.07,0.2
S12348,A5,84.97,0.2
S12349,A1,49.27,0.2
S12349,A2,55.64,0.2
S12349,A3,58.3,0.2
S12349,A4,54.6,0.2
S12349,A5,40.93,0.2
S12350,A1,85.88,0.2
S12350,A2,73.95,0.2
S12350,A3,78.57,0.2
S12350,A4,73.69,0.2
S12350,A5,85.31,0.2
S12351,A1,80.86,0.2
S12351,A2,47.81,0.2
S12351,A3,71.51,0.2
S12351,A4,41.93,0.2
S12351,A5,70.65,0.2
S12352,A1,51.22,0.2
S12352,A2,41.0,0.2
S12352,A3,61.34,0.2
S12352,A4,61.49,0.2
S12352,A5,48.27,0.2
S12353,A1,86.71,0.2
S12353,A2,78.15,0.2
S12353,A3,83.27,0.2
S12353,A4,86.57,0.2
S12353,A5,78.63,0.2
S12354,A1,63.8,0.2
S12354,A2,49.58,0.2
S12354,A3,24.97,0.2
S12354,A4,29.15,0.2
S12354,A5,33.14,0.2
S12355,A1,74.89,0.2
S12355,A2,81.76,0.2
S12355,A3,80.72,0.2
S12355,A4,84.89,0.2
S12355,A5,83.52,0.2
S12356,A1,62.31,0.2
S12356,A2,42.65,0.2
S12356,A3,45.91,0.2
S12356,A4,62.25,0.2
S12356,A5,57.09,0.2
S12357,A1,69.27,0.2
S12357,A2,80.39,0.2
S12357,A3,79.46,0.2
S12357,A4,74.75,0.2
S12357,A5,77.81,0.2
S12358,A1,78.36,0.2
S12358,A2,91.0,0.2
S12358,A3,82.76,0.2
S12358,A4,72.43,0.2
S12358,A5,80.74,0.2
S12359,A1,77.18,0.2
S12359,A2,66.89,0.2
S12359,A3,64.26,0.2
S12359,A4,48.8,0.2
S12359,A5,73.53,0.2
S12360,A1,81.86,0.2
S12360,A2,78.29,0.2
S12360,A3,81.04,0.2
S12360,A4,78.12,0.2
S12360,A5,69.73,0.2
S12361,A1,60.03,0.2
S12361,A2,26.99,0.2
S12361,A3,50.76,0.2
S12361,A4,28.75,0.2
S12361,A5,57.28,0.2
S12362,A1,76.66,0.2
S12362,A2,81.09,0.2
S12362,A3,74.94,0.2
S12362,A4,79.59,0.2
S12362,A5,83.22,0.2
S12363,A1,66.61,0.2
S12363,A2,54.99,0.2
S12363,A3,69.46,0.2
S12363,A4,57.49,0.2
S12363,A5,52.08,0.2
S12364,A1,51.2,0.2
S12364,A2,38.7,0.2
S12364,A3,67.9,0.2
S12364,A4,56.88,0.2
S12364,A5,74.21,0.2
S12365,A1,44.18,0.2
S12365,A2,53.71,0.2
S12365,A3,48.59,0.2
S12365,A4,62.81,0.2
S12365,A5,62.91,0.2
S12366,A1,86.72,0.2
S12366,A2,80.28,0.2
S12366,A3,82.06,0.2
S12366,A4,87.88,0.2
S12366,A5,79.33,0.2
S12367,A1,71.95,0.2
S12367,A2,82.76,0.2
S12367,A3,87.63,0.2
S12367,A4,94.58,0.2
S12367,A5,87.12,0.2
S12368,A1,53.38,0.2
S12368,A2,75.74,0.2
S12368,A3,45.68,0.2
S12368,A4,62.02,0.2
S12368,A5,56.69,0.2
S12369,A1,79.41,0.2
S12369,A2,81.61,0.2
S12369,A3,79.68,0.2
S12369,A4,80.57,0.2
S12369,A5,70.79,0.2
S12370,A1,89.93,0.2
S12370,A2,75.54,0.2
S12370,A3,80.52,0.2
S12370,A4,66.18,0.2
S12370,A5,80.88,0.2
S12371,A1,42.47,0.2
S12371,A2,54.93,0.2
S12371,A3,39.8,0.2
S12371,A4,38.19,0.2
S12371,A5,35.29,0.2
S12372,A1,60.65,0.2
S12372,A2,60.79,0.2
S12372,A3,70.32,0.2
S12372,A4,53.29,0.2
S12372,A5,58.59,0.2
S12373,A1,10.66,0.2
S12373,A2,48.71,0.2
S12373,A3,53.64,0.2
S12373,A4,40.68,0.2
S12373,A5,52.65,0.2
S12374,A1,68.5,0.2
S12374,A2,77.22,0.2
S12374,A3,84.62,0.2
S12374,A4,83.24,0.2
S12374,A5,78.99,0.2
S12375,A1,67.44,0.2
S12375,A2,13.65,0.2
S12375,A3,38.73,0.2
S12375,A4,61.41,0.2
S12375,A5,37.95,0.2
S12376,A1,65.97,0.2
S12376,A2,53.46,0.2
S12376,A3,58.77,0.2
S12376,A4,52.08,0.2
S12376,A5,55.84,0.2
S12377,A1,82.02,0.2
S12377,A2,86.54,0.2
S12377,A3,79.37,0.2
S12377,A4,72.59,0.2
S12377,A5,79.31,0.2
S12378,A1,75.23,0.2
S12378,A2,83.04,0.2
S12378,A3,73.59,0.2
S12378,A4,73.28,0.2
S12378,A5,81.12,0.2
S12379,A1,75.21,0.2
S12379,A2,72.21,0.2
S12379,A3,79.17,0.2
S12379,A4,89.57,0.2
S12379,A5,75.14,0.2
S12380,A1,93.16,0.2
S12380,A2,75.42,0.2
S12380,A3,78.04,0.2
S12380,A4,75.18,0.2
S12380,A5,79.21,0.2
S12381,A1,54.31,0.2
S12381,A2,39.02,0.2
S12381,A3,34.9,0.2
S12381,A4,23.83,0.2
S12381,A5,22.54,0.2
S12382,A1,79.25,0.2
S12382,A2,75.52,0.2
S12382,A3,77.01,0.2
S12382,A4,70.17,0.2
S12382,A5,73.57,0.2
S12383,A1,76.22,0.2
S12383,A2,80.34,0.2
S12383,A3,80.85,0.2
S12383,A4,80.83,0.2
S12383,A5,83.48,0.2
S12384,A1,57.83,0.2
S12384,A2,41.76,0.2
S12384,A3,63.6,0.2
S12384,A4,32.03,0.2
S12384,A5,49.11,0.2
S12385,A1,84.22,0.2
S12385,A2,87.6,0.2
S12385,A3,76.64,0.2
S12385,A4,76.45,0.2
S12385,A5,81.24,0.2
S12386,A1,82.71,0.2
S12386,A2,87.79,0.2
S12386,A3,74.74,0.2
S12386,A4,81.01,0.2
S12386,A5,83.85,0.2
S12387,A1,33.41,0.2
S12387,A2,17.49,0.2
S12387,A3,37.94,0.2
S12387,A4,62.7,0.2
S12387,A5,37.48,0.2
S12388,A1,80.95,0.2
S12388,A2,82.18,0.2
S12388,A3,71.36,0.2
S12388,A4,80.73,0.2
S12388,A5,78.89,0.2
S12389,A1,66.06,0.2
S12389,A2,74.02,0.2
S12389,A3,65.74,0.2
S12389,A4,91.87,0.2
S12389,A5,73.87,0.2
S12390,A1,54.16,0.2
S12390,A2,39.47,0.2
